row_kind,step,epoch,t_epoch,window_cycles,window_stride,mode,phase,network,layer,chiplet,start,end,L_phase,bw_phase,slice_makespan,bw_util
phase,102,1,5085725.590435,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_5_1,0,9034579.680240,9155002.380240,120422.700000,32.643000,401409.000000,0.097929
phase,102,1,5085725.590435,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_5_1,0,9155002.380240,9435988.680240,280986.300000,0.000000,401409.000000,0.097929
step,102,1,5085725.590435,5000000.000000,5000000.000000,single,,,,,9034579.680240,9435988.680240,,,401409.000000,0.097929
phase,103,1,5085725.590435,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_5_2,0,9435988.680240,9469167.180240,33178.500000,79.671900,110595.000000,0.239016
phase,103,1,5085725.590435,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_5_2,0,9469167.180240,9546583.680240,77416.500000,0.000000,110595.000000,0.239016
step,103,1,5085725.590435,5000000.000000,5000000.000000,single,,,,,9435988.680240,9546583.680240,,,110595.000000,0.239016
phase,104,1,5085725.590435,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_5_3,0,9546583.680240,9667006.380240,120422.700000,32.612400,401409.000000,0.097837
phase,104,1,5085725.590435,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_5_3,0,9667006.380240,9947992.680240,280986.300000,0.000000,401409.000000,0.097837
step,104,1,5085725.590435,5000000.000000,5000000.000000,single,,,,,9546583.680240,9947992.680240,,,401409.000000,0.097837
phase,105,1,5085725.590435,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_5_Residual,0,9947992.680240,9948598.635870,235.500000,257.306000,1155.455630,0.524430
phase,105,1,5085725.590435,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_5_Residual,0,9948598.635870,9949148.135870,549.500000,0.000000,1155.455630,0.524430
step,105,1,5085725.590435,5000000.000000,5000000.000000,single,,,,,9947992.680240,9949148.135870,,,1155.455630,0.524430
phase,106,1,5085725.590435,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_6_1,0,9949148.135870,10069570.835870,120422.700000,32.643000,401409.000000,0.097929
phase,106,1,5085725.590435,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_6_1,0,10069570.835870,10350557.135870,280986.300000,0.000000,401409.000000,0.097929
step,106,1,5085725.590435,5000000.000000,5000000.000000,single,,,,,9949148.135870,10350557.135870,,,401409.000000,0.097929
phase,107,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_6_2,0,10350557.135870,10383735.635870,33178.500000,79.671900,110595.000000,0.239016
phase,107,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_6_2,0,10383735.635870,10461152.135870,77416.500000,0.000000,110595.000000,0.239016
step,107,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,10350557.135870,10461152.135870,,,110595.000000,0.239016
phase,108,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_6_3,0,10461152.135870,10581574.835870,120422.700000,32.612400,401409.000000,0.097837
phase,108,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_6_3,0,10581574.835870,10862561.135870,280986.300000,0.000000,401409.000000,0.097837
step,108,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,10461152.135870,10862561.135870,,,401409.000000,0.097837
phase,109,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV4_6_Residual,0,10862561.135870,10863167.091500,235.500000,257.306000,1155.455630,0.524430
phase,109,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV4_6_Residual,0,10863167.091500,10863716.591500,549.500000,0.000000,1155.455630,0.524430
step,109,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,10862561.135870,10863716.591500,,,1155.455630,0.524430
phase,110,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_1_1,0,10863716.591500,10923928.091500,60211.500000,34.571700,200705.000000,0.103715
phase,110,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_1_1,0,10923928.091500,11064421.591500,140493.500000,0.000000,200705.000000,0.103715
step,110,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,10863716.591500,11064421.591500,,,200705.000000,0.103715
phase,111,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_1_2,0,11064421.591500,11091925.053012,23040.900000,119.368000,81265.561512,0.338439
phase,111,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_1_2,0,11091925.053012,11145687.153012,53762.100000,0.000000,81265.561512,0.338439
step,111,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,11064421.591500,11145687.153012,,,81265.561512,0.338439
phase,112,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_1_3,0,11145687.153012,11266109.853012,120422.700000,34.530800,401409.000000,0.103592
phase,112,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_1_3,0,11266109.853012,11547096.153012,280986.300000,0.000000,401409.000000,0.103592
step,112,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,11145687.153012,11547096.153012,,,401409.000000,0.103592
phase,113,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_1_Residual,0,11547096.153012,11547404.136108,117.900000,261.224000,583.083096,0.528198
phase,113,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_1_Residual,0,11547404.136108,11547679.236108,275.100000,0.000000,583.083096,0.528198
step,113,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,11547096.153012,11547679.236108,,,583.083096,0.528198
phase,114,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_2_1,0,11547679.236108,11668101.936108,120422.700000,34.592000,401409.000000,0.103776
phase,114,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_2_1,0,11668101.936108,11949088.236108,280986.300000,0.000000,401409.000000,0.103776
step,114,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,11547679.236108,11949088.236108,,,401409.000000,0.103776
phase,115,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_2_2,0,11949088.236108,11976591.697620,23040.900000,119.368000,81265.561512,0.338439
phase,115,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_2_2,0,11976591.697620,12030353.797620,53762.100000,0.000000,81265.561512,0.338439
step,115,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,11949088.236108,12030353.797620,,,81265.561512,0.338439
phase,116,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_2_3,0,12030353.797620,12150776.497620,120422.700000,34.530800,401409.000000,0.103592
phase,116,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_2_3,0,12150776.497620,12431762.797620,280986.300000,0.000000,401409.000000,0.103592
step,116,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,12030353.797620,12431762.797620,,,401409.000000,0.103592
phase,117,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_2_Residual,0,12431762.797620,12432070.780716,117.900000,261.224000,583.083096,0.528198
phase,117,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_2_Residual,0,12432070.780716,12432345.880716,275.100000,0.000000,583.083096,0.528198
step,117,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,12431762.797620,12432345.880716,,,583.083096,0.528198
phase,118,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_3_1,0,12432345.880716,12552768.580716,120422.700000,34.592000,401409.000000,0.103776
phase,118,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_3_1,0,12552768.580716,12833754.880716,280986.300000,0.000000,401409.000000,0.103776
step,118,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,12432345.880716,12833754.880716,,,401409.000000,0.103776
phase,119,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_3_2,0,12833754.880716,12861258.342228,23040.900000,119.368000,81265.561512,0.338439
phase,119,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_3_2,0,12861258.342228,12915020.442228,53762.100000,0.000000,81265.561512,0.338439
step,119,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,12833754.880716,12915020.442228,,,81265.561512,0.338439
phase,120,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_3_3,0,12915020.442228,13035443.142228,120422.700000,34.530800,401409.000000,0.103592
phase,120,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_3_3,0,13035443.142228,13316429.442228,280986.300000,0.000000,401409.000000,0.103592
step,120,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,12915020.442228,13316429.442228,,,401409.000000,0.103592
phase,121,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,CONV5_3_Residual,0,13316429.442228,13316737.425324,117.900000,261.224000,583.083096,0.528198
phase,121,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,CONV5_3_Residual,0,13316737.425324,13317012.525324,275.100000,0.000000,583.083096,0.528198
step,121,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,13316429.442228,13317012.525324,,,583.083096,0.528198
phase,122,2,10350557.135870,5000000.000000,5000000.000000,single,mem,resnet50,FC1000,0,13317012.525324,13774654.698024,38179.800000,1198.650000,546728.372700,0.837056
phase,122,2,10350557.135870,5000000.000000,5000000.000000,single,comp,resnet50,FC1000,0,13774654.698024,13863740.898024,89086.200000,0.000000,546728.372700,0.837056
step,122,2,10350557.135870,5000000.000000,5000000.000000,single,,,,,13317012.525324,13863740.898024,,,546728.372700,0.837056
